country,,Treaty Name,Treaty Acronym,Ratification Date,Signature Date
New Zealand,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-12-10 00:00:00,1986-01-14 00:00:00
South,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1998-12-10 00:00:00,1993-01-29 00:00:00
Guinea,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-10-10 00:00:00,1986-05-30 00:00:00
Sudan,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2021-08-10 00:00:00,1986-06-04 00:00:00
Sao Tome and Principe,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2017-01-10 00:00:00,2000-09-06 00:00:00
Ireland,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2002-04-11 00:00:00,1992-09-28 00:00:00
Costa Rica,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-11-11 00:00:00,1985-02-04 00:00:00
Paraguay,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1990-03-12 00:00:00,1989-10-23 00:00:00
Algeria,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-09-12 00:00:00,1985-11-26 00:00:00
Italy,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-01-12 00:00:00,1985-02-04 00:00:00
Bolivia,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1999-04-12 00:00:00,1985-02-04 00:00:00
Belarus,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-03-13 00:00:00,1985-12-19 00:00:00
Madagascar,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2005-12-13 00:00:00,2001-10-01 00:00:00
Fiji,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2016-03-14 00:00:00,2016-03-01 00:00:00
Hungary,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-04-15 00:00:00,1986-11-28 00:00:00
Bulgaria,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-12-16 00:00:00,1986-06-10 00:00:00
Cuba,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1995-05-17 00:00:00,1986-01-27 00:00:00
Togo,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-11-18 00:00:00,1987-03-25 00:00:00
France,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-02-18 00:00:00,1985-02-04 00:00:00
Cyprus,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-07-18 00:00:00,1985-10-09 00:00:00
Guyana,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-05-19 00:00:00,1988-01-25 00:00:00
United States,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1994-10-21 00:00:00,1988-04-18 00:00:00
Senegal,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-08-21 00:00:00,1985-02-04 00:00:00
Spain,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-10-21 00:00:00,1985-02-04 00:00:00
Netherlands,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-12-21 00:00:00,1985-02-04 00:00:00
Morocco,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-06-21 00:00:00,1986-01-08 00:00:00
Andorra,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2006-09-22 00:00:00,2002-08-05 00:00:00
Pakistan,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2010-06-23 00:00:00,2008-04-17 00:00:00
Mexico,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-01-23 00:00:00,1985-03-18 00:00:00
Tunisia,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-09-23 00:00:00,1987-08-26 00:00:00
Iceland,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-10-23 00:00:00,1985-02-04 00:00:00
Guinea-Bissau,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2013-09-24 00:00:00,2000-09-12 00:00:00
Panama,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-08-24 00:00:00,1985-02-22 00:00:00
Canada,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-06-24 00:00:00,1985-08-23 00:00:00
Ukraine,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-02-24 00:00:00,1986-02-27 00:00:00
Argentina,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-09-24 00:00:00,1985-02-04 00:00:00
Uruguay,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-10-24 00:00:00,1985-02-04 00:00:00
Dominican Republic,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2012-01-24 00:00:00,1985-02-04 00:00:00
Sierra Leone,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2001-04-25 00:00:00,1985-03-18 00:00:00
Comoros,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2017-05-25 00:00:00,2000-09-22 00:00:00
Belgium,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1999-06-25 00:00:00,1985-02-04 00:00:00
Nauru,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2012-09-26 00:00:00,2001-11-12 00:00:00
Poland,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-07-26 00:00:00,1986-01-13 00:00:00
Laos,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2012-09-26 00:00:00,2010-09-21 00:00:00
San Marino,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2006-11-27 00:00:00,2002-09-18 00:00:00
Denmark,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-05-27 00:00:00,1985-02-04 00:00:00
Brazil,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-09-28 00:00:00,1985-09-23 00:00:00
Gambia,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2018-09-28 00:00:00,1985-10-23 00:00:00
Indonesia,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1998-10-28 00:00:00,1985-10-23 00:00:00
Nigeria,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2001-06-28 00:00:00,1988-07-28 00:00:00
Austria,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-07-29 00:00:00,1985-03-14 00:00:00
Venezuela,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-07-29 00:00:00,1985-02-15 00:00:00
Luxembourg,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-09-29 00:00:00,1985-02-22 00:00:00
Chile,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-09-30 00:00:00,1987-09-23 00:00:00
Ecuador,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-03-30 00:00:00,1985-02-04 00:00:00
Finland,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-08-30 00:00:00,1985-02-04 00:00:00
Bahamas,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2018-05-31 00:00:00,2008-12-16 00:00:00
Germany,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1990-10-01 00:00:00,1986-10-13 00:00:00
Afghanistan,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-04-01 00:00:00,1985-02-04 00:00:00
Angola,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2019-10-02 00:00:00,2013-09-24 00:00:00
Turkey,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-08-02 00:00:00,1988-01-25 00:00:00
Liechtenstein,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1990-11-02 00:00:00,1985-06-27 00:00:00
Switzerland,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-12-02 00:00:00,1985-02-04 00:00:00
Russia,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-03-03 00:00:00,1985-12-10 00:00:00
Israel,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-10-03 00:00:00,1986-10-22 00:00:00
China,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-10-04 00:00:00,1986-12-12 00:00:00
Nicaragua,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2005-07-05 00:00:00,1985-04-15 00:00:00
Vietnam,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2015-02-05 00:00:00,2013-11-07 00:00:00
Greece,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-10-06 00:00:00,1985-02-04 00:00:00
Peru,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-07-07 00:00:00,1985-05-29 00:00:00
Ghana,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2000-09-07 00:00:00,2000-09-07 00:00:00
Australia,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-08-08 00:00:00,1985-12-10 00:00:00
Colombia,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1987-12-08 00:00:00,1985-04-10 00:00:00
United Kingdom,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1988-12-08 00:00:00,1985-03-15 00:00:00
Gabon,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2000-09-08 00:00:00,1986-01-21 00:00:00
Sweden,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-01-08 00:00:00,1985-02-04 00:00:00
Botswana,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2000-09-08 00:00:00,2000-09-08 00:00:00
Norway,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-07-09 00:00:00,1985-02-04 00:00:00
Portugal,,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-02-09 00:00:00,1985-02-04 00:00:00
Albania, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1994-05-11 00:00:00,.
Malawi, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-06-11 00:00:00,.
Qatar, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2000-01-11 00:00:00,.
Tajikistan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1995-01-11 00:00:00,.
Central African Republic, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2016-10-11 00:00:00,.
Benin, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1992-03-12 00:00:00,.
Lesotho, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2001-11-12 00:00:00,.
Vanuatu, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2011-07-12 00:00:00,.
Armenia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-09-13 00:00:00,.
Jordan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-11-13 00:00:00,.
Malta, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1990-09-13 00:00:00,.
Ethiopia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1994-03-14 00:00:00,.
Latvia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1992-04-14 00:00:00,.
Mozambique, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1999-09-14 00:00:00,.
Nepal, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-05-14 00:00:00,.
Cambodia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1992-10-15 00:00:00,.
Rwanda, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2008-12-15 00:00:00,.
Azerbaijan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-08-16 00:00:00,.
Libya, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1989-05-16 00:00:00,.
Slovenia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-07-16 00:00:00,.
Suriname, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2021-11-16 00:00:00,.
Timor-Leste, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2003-04-16 00:00:00,.
Belize, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-03-17 00:00:00,.
Mauritania, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2004-11-17 00:00:00,.
El Salvador, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-06-17 00:00:00,.
Burundi, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-02-18 00:00:00,.
Philippines, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-06-18 00:00:00,.
Romania, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1990-12-18 00:00:00,.
Ivory Coast, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1995-12-18 00:00:00,.
Democratic Republic of Congo, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-03-18 00:00:00,.
Cameroon, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-12-19 00:00:00,.
Antigua and Barbuda, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1993-07-19 00:00:00,.
UAE, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2012-07-19 00:00:00,.
Syria, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2004-08-19 00:00:00,.
Maldives, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2004-04-20 00:00:00,.
Estonia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-10-21 00:00:00,.
Kenya, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1997-02-21 00:00:00,.
Saint Kitts and Nevis, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2020-09-21 00:00:00,.
Kiribati, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2019-07-22 00:00:00,.
Liberia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2004-09-22 00:00:00,.
Saudi Arabia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1997-09-23 00:00:00,.
Mongolia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2002-01-24 00:00:00,.
Somalia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1990-01-24 00:00:00,.
Egypt, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-06-25 00:00:00,.
Eritrea, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2014-09-25 00:00:00,.
Turkmenistan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1999-06-25 00:00:00,.
Eswatini, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2004-03-26 00:00:00,.
Georgia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1994-10-26 00:00:00,.
Grenada, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2019-09-26 00:00:00,.
Kazakhstan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1998-08-26 00:00:00,.
Mali, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1999-02-26 00:00:00,.
Namibia, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1994-11-28 00:00:00,.
Samoa, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2019-03-28 00:00:00,.
Uzbekistan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1995-09-28 00:00:00,.
Moldova, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1995-11-28 00:00:00,.
Japan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1999-06-29 00:00:00,.
Congo, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2003-07-30 00:00:00,.
South Sudan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2015-04-30 00:00:00,.
Lithuania, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-02-01 00:00:00,.
Saint Vincent and Grenadines, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2001-08-01 00:00:00,.
Thailand, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2007-10-02 00:00:00,.
Palestine, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2014-04-02 00:00:00,.
Uganda, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1986-11-03 00:00:00,.
Sri Lanka, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1994-01-03 00:00:00,.
Burkina Faso, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1999-01-04 00:00:00,.
Cape Verde, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1992-06-04 00:00:00,.
Bangladesh, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1998-10-05 00:00:00,.
Djibouti, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2002-11-05 00:00:00,.
Guatemala, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1990-01-05 00:00:00,.
Honduras, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1996-12-05 00:00:00,.
Kyrgyzstan, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1997-09-05 00:00:00,.
Lebanon, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,2000-10-05 00:00:00,.
Niger, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1998-10-05 00:00:00,.
Seychelles, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1992-05-05 00:00:00,.
Yemen, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1991-11-05 00:00:00,.
Bahrain, ,"Amendments to articles 17 (7) and 18 (5) of the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment",CAT,1998-03-06 00:00:00,.
